,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_DLS,0.22597506501084977,0.11351276553237645,0.10626132128754502,0.03563506116844865,0.12228916389846316,1.4356454022705778,0.04549166592000024
