,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_EPNP,0.2428358948695048,0.11747083730932438,0.11407793261699672,0.017015079229305438,0.1264498327481909,1.5349977793963636,0.04679917289751706
