,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_ITERATIVE,0.4343890597313788,0.17837237383669904,0.17120727851832945,0.03986907215244893,0.19763237486576798,3.7496213371280103,0.08509907077603326
