,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_AP3P,0.23612768837984902,0.10560911162534418,0.09784924058545455,0.034733972667444296,0.11620543528584477,1.296355506237375,0.04848111726928587
