,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_UPNP,0.21846753338302854,0.10699044155056643,0.09446265735654369,0.033493566399431234,0.11586128641454606,1.2886884182048135,0.04446215364158939
