,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_MAX_COUNT,0.2628745005640145,0.0909471817333511,0.07845250954241267,0.025370695547580285,0.10151942318434196,0.9893945552334247,0.04510879535569879
