,max,mean,median,min,rmse,sse,std
frame_traj_gt_SOLVEPNP_P3P,0.24674843266584998,0.11639922125340418,0.10858803421099687,0.04019488657112524,0.12401820979129087,1.4765295705443169,0.04279880432252395
